# Large Auto-Injection Seed Configuration
# 220 students, 12 courses, 240 enrollments, plus safe verification commands
START_TX,,,
POST,student,1001,Aarav,Sharma,aarav.sharma1001@learntrack.example.com,Cohort-A,false
POST,student,1002,Aditi,Sharma,aditi.sharma1002@learntrack.example.com,Cohort-B,true
POST,student,1003,Arjun,Sharma,arjun.sharma1003@learntrack.example.com,Cohort-C,true
POST,student,1004,Ananya,Sharma,ananya.sharma1004@learntrack.example.com,Cohort-D,true
POST,student,1005,Dev,Sharma,dev.sharma1005@learntrack.example.com,Cohort-E,true
POST,student,1006,Diya,Sharma,diya.sharma1006@learntrack.example.com,Cohort-F,true
POST,student,1007,Ishaan,Sharma,ishaan.sharma1007@learntrack.example.com,Cohort-G,true
POST,student,1008,Kavya,Sharma,kavya.sharma1008@learntrack.example.com,Cohort-H,true
POST,student,1009,Mira,Sharma,mira.sharma1009@learntrack.example.com,Cohort-A,true
POST,student,1010,Neel,Sharma,neel.sharma1010@learntrack.example.com,Cohort-B,true
POST,student,1011,Priya,Sharma,priya.sharma1011@learntrack.example.com,Cohort-C,true
POST,student,1012,Rohan,Sharma,rohan.sharma1012@learntrack.example.com,Cohort-D,true
POST,student,1013,Saanvi,Sharma,saanvi.sharma1013@learntrack.example.com,Cohort-E,true
POST,student,1014,Vihaan,Sharma,vihaan.sharma1014@learntrack.example.com,Cohort-F,true
POST,student,1015,Zara,Sharma,zara.sharma1015@learntrack.example.com,Cohort-G,true
POST,student,1016,Kabir,Sharma,kabir.sharma1016@learntrack.example.com,Cohort-H,true
POST,student,1017,Nisha,Sharma,nisha.sharma1017@learntrack.example.com,Cohort-A,true
POST,student,1018,Rahul,Sharma,rahul.sharma1018@learntrack.example.com,Cohort-B,false
POST,student,1019,Tara,Sharma,tara.sharma1019@learntrack.example.com,Cohort-C,true
POST,student,1020,Yash,Sharma,yash.sharma1020@learntrack.example.com,Cohort-D,true
POST,student,1021,Aarav,Iyer,aarav.iyer1021@learntrack.example.com,Cohort-E,true
POST,student,1022,Aditi,Iyer,aditi.iyer1022@learntrack.example.com,Cohort-F,true
POST,student,1023,Arjun,Iyer,arjun.iyer1023@learntrack.example.com,Cohort-G,true
POST,student,1024,Ananya,Iyer,ananya.iyer1024@learntrack.example.com,Cohort-H,true
POST,student,1025,Dev,Iyer,dev.iyer1025@learntrack.example.com,Cohort-A,true
POST,student,1026,Diya,Iyer,diya.iyer1026@learntrack.example.com,Cohort-B,true
POST,student,1027,Ishaan,Iyer,ishaan.iyer1027@learntrack.example.com,Cohort-C,true
POST,student,1028,Kavya,Iyer,kavya.iyer1028@learntrack.example.com,Cohort-D,true
POST,student,1029,Mira,Iyer,mira.iyer1029@learntrack.example.com,Cohort-E,true
POST,student,1030,Neel,Iyer,neel.iyer1030@learntrack.example.com,Cohort-F,true
POST,student,1031,Priya,Iyer,priya.iyer1031@learntrack.example.com,Cohort-G,true
POST,student,1032,Rohan,Iyer,rohan.iyer1032@learntrack.example.com,Cohort-H,true
POST,student,1033,Saanvi,Iyer,saanvi.iyer1033@learntrack.example.com,Cohort-A,true
POST,student,1034,Vihaan,Iyer,vihaan.iyer1034@learntrack.example.com,Cohort-B,true
POST,student,1035,Zara,Iyer,zara.iyer1035@learntrack.example.com,Cohort-C,false
POST,student,1036,Kabir,Iyer,kabir.iyer1036@learntrack.example.com,Cohort-D,true
POST,student,1037,Nisha,Iyer,nisha.iyer1037@learntrack.example.com,Cohort-E,true
POST,student,1038,Rahul,Iyer,rahul.iyer1038@learntrack.example.com,Cohort-F,true
POST,student,1039,Tara,Iyer,tara.iyer1039@learntrack.example.com,Cohort-G,true
POST,student,1040,Yash,Iyer,yash.iyer1040@learntrack.example.com,Cohort-H,true
POST,student,1041,Aarav,Reddy,aarav.reddy1041@learntrack.example.com,Cohort-A,true
POST,student,1042,Aditi,Reddy,aditi.reddy1042@learntrack.example.com,Cohort-B,true
POST,student,1043,Arjun,Reddy,arjun.reddy1043@learntrack.example.com,Cohort-C,true
POST,student,1044,Ananya,Reddy,ananya.reddy1044@learntrack.example.com,Cohort-D,true
POST,student,1045,Dev,Reddy,dev.reddy1045@learntrack.example.com,Cohort-E,true
POST,student,1046,Diya,Reddy,diya.reddy1046@learntrack.example.com,Cohort-F,true
POST,student,1047,Ishaan,Reddy,ishaan.reddy1047@learntrack.example.com,Cohort-G,true
POST,student,1048,Kavya,Reddy,kavya.reddy1048@learntrack.example.com,Cohort-H,true
POST,student,1049,Mira,Reddy,mira.reddy1049@learntrack.example.com,Cohort-A,true
POST,student,1050,Neel,Reddy,neel.reddy1050@learntrack.example.com,Cohort-B,true
POST,student,1051,Priya,Reddy,priya.reddy1051@learntrack.example.com,Cohort-C,true
POST,student,1052,Rohan,Reddy,rohan.reddy1052@learntrack.example.com,Cohort-D,false
POST,student,1053,Saanvi,Reddy,saanvi.reddy1053@learntrack.example.com,Cohort-E,true
POST,student,1054,Vihaan,Reddy,vihaan.reddy1054@learntrack.example.com,Cohort-F,true
POST,student,1055,Zara,Reddy,zara.reddy1055@learntrack.example.com,Cohort-G,true
POST,student,1056,Kabir,Reddy,kabir.reddy1056@learntrack.example.com,Cohort-H,true
POST,student,1057,Nisha,Reddy,nisha.reddy1057@learntrack.example.com,Cohort-A,true
POST,student,1058,Rahul,Reddy,rahul.reddy1058@learntrack.example.com,Cohort-B,true
POST,student,1059,Tara,Reddy,tara.reddy1059@learntrack.example.com,Cohort-C,true
POST,student,1060,Yash,Reddy,yash.reddy1060@learntrack.example.com,Cohort-D,true
POST,student,1061,Aarav,Mehta,aarav.mehta1061@learntrack.example.com,Cohort-E,true
POST,student,1062,Aditi,Mehta,aditi.mehta1062@learntrack.example.com,Cohort-F,true
POST,student,1063,Arjun,Mehta,arjun.mehta1063@learntrack.example.com,Cohort-G,true
POST,student,1064,Ananya,Mehta,ananya.mehta1064@learntrack.example.com,Cohort-H,true
POST,student,1065,Dev,Mehta,dev.mehta1065@learntrack.example.com,Cohort-A,true
POST,student,1066,Diya,Mehta,diya.mehta1066@learntrack.example.com,Cohort-B,true
POST,student,1067,Ishaan,Mehta,ishaan.mehta1067@learntrack.example.com,Cohort-C,true
